Country,iso3,State,Region,Date,Measure_L1,Measure_L2,Measure_L3,Measure_L4,Status,Comment,Source,,
United States of America,USA,Arizona,Arizona,3/12/20,Resource allocation,Crisis management plans,Financial aid for health system,Public Health Emergency Fund,,$55 million to the Public Health Emergency Fund,https://azgovernor.gov/governor/news/2020/03/governor-ducey-signs-legislation-expand-public-health-emergency-funds,,
United States of America,USA,Arizona,Arizona,3/16/20,Social distancing,Closure of educational institutions,Complete closure of kindergartens,,Extended,,https://azgovernor.gov/governor/news/2020/03/governor-ducey-expands-access-unemployment-insurance-and-extends-income-tax,,
United States of America,USA,Arizona,Arizona,3/16/20,Social distancing,Closure of educational institutions,Complete closure of primary and secondary schools,,Extended,,https://azgovernor.gov/governor/news/2020/03/governor-ducey-expands-access-unemployment-insurance-and-extends-income-tax,,
United States of America,USA,Arizona,Arizona,3/17/20,Social distancing,Small gathering cancellation,Limit up to 10 persons,,,,https://azgovernor.gov/governor/news/2020/03/governor-ducey-expands-access-unemployment-insurance-and-extends-income-tax,,
United States of America,USA,Arizona,Arizona,3/19/20,Resource allocation,Crisis management plans,Develop all-of-society and business continuity plans,Facilitate loans for entrepreneurs and businesses,,the U.S. Small Business Administration (SBA) approved an Economic Injury Disaster Loan declaration for Arizona that will help small businesses here in the state impacted by COVID-19. Individual businesses can be eligible for up to $2 million through the program,https://azgovernor.gov/governor/news/2020/03/apply-small-business-loans,,
United States of America,USA,Arizona,Arizona,3/19/20,Social distancing,Special measures for certain establishments,Decongestion of administrative institutions,Extension of driving licence,,Executive Order to delay expiration dates on Arizona driver licenses ensuring residents over the age of 65 do not need to visit Motor Vehicle Division offices to renew their driver licenses,https://azgovernor.gov/governor/news/2020/03/governor-ducey-announces-latest-covid-19-actions,,
United States of America,USA,Arizona,Arizona counties with confirmed COVID-19 case,3/19/20,Social distancing,Mass gathering cancellation,Cultural places and events,Closure of movie theatres,,Closure of movie theaters,https://azgovernor.gov/governor/news/2020/03/governor-ducey-announces-latest-covid-19-actions,,
United States of America,USA,Arizona,Arizona counties with confirmed COVID-19 case,3/19/20,Social distancing,Mass gathering cancellation,Indoor activities,Fitness centers and gyms,,Closure of gyms,https://azgovernor.gov/governor/news/2020/03/governor-ducey-announces-latest-covid-19-actions,,
United States of America,USA,Arizona,Arizona counties with confirmed COVID-19 case,3/19/20,Social distancing,Small gathering cancellation,Closure of restaurants/bars/cafes,Closure of bars,,Closure of bars,https://azgovernor.gov/governor/news/2020/03/governor-ducey-announces-latest-covid-19-actions,,
United States of America,USA,Arizona,Arizona counties with confirmed COVID-19 case,3/19/20,Social distancing,Small gathering cancellation,Closure of restaurants/bars/cafes,"Restaurants, partial",,provide dine-out options only,https://azgovernor.gov/governor/news/2020/03/governor-ducey-announces-latest-covid-19-actions,,
United States of America,USA,Arizona,Arizona,3/19/20,Healthcare and public health capacity,Increase patient capacity,Postponement of non-essential care and non-urgent operations in hospitals,,,Executive Order that halts all elective surgeries in the state of Arizona,https://azgovernor.gov/governor/news/2020/03/governor-ducey-announces-latest-covid-19-actions,,
United States of America,USA,Arizona,Arizona,3/19/20,Resource allocation,Police and army interventions,To support the population,To help for food provision,,activating the National Guard to assist food banks with re-stocking shelves in the face of heightened demand.,https://azgovernor.gov/governor/news/2020/03/governor-ducey-announces-latest-covid-19-actions,,
United States of America,USA,Arizona,Arizona,3/20/20,Resource allocation,Crisis management plans,"State aid, taxation and social security",Tax relief measures,,Administrative Action Extending Income Tax Deadline,https://azgovernor.gov/governor/news/2020/03/governor-ducey-expands-access-unemployment-insurance-and-extends-income-tax,,
United States of America,USA,Arizona,Arizona,3/20/20,Resource allocation,Crisis management plans,"State aid, taxation and social security",Government support the obtention of unemployment benefits,,Executive Order Ensuring Individuals Whose Employment Is Affected by COVID-19 Have Access to Unemployment,https://azgovernor.gov/governor/news/2020/03/governor-ducey-expands-access-unemployment-insurance-and-extends-income-tax,,
United States of America,USA,Arizona,Arizona,3/21/20,Healthcare and public health capacity,Increase availability of PPE,PPE other than face masks,"Shipment of more than 440,000 PPE",,"shipment of more than 440,000 personal protective equipment (N95 masks, surgical face masks, face shields, surgical gowns, coveralls, gloves)",https://azgovernor.gov/governor/news/2020/03/governor-ducey-announces-medical-protective-equipment-shipment,,
United States of America,USA,Arizona,Arizona,3/21/20,Healthcare and public health capacity,Increase availability of PPE,Face masks,"Shipment of more than 440,000 PPE",,"shipment of more than 440,000 personal protective equipment (N95 masks, surgical face masks, face shields, surgical gowns, coveralls, gloves)",https://azgovernor.gov/governor/news/2020/03/governor-ducey-announces-medical-protective-equipment-shipment,,
United States of America,USA,Arizona,Arizona,3/22/20,Risk communication,Educate and actively communicate with the public,Answer to questions,Telephone hotline covid-19,,hotline instituted through $2 million in funding,https://azgovernor.gov/governor/news/2020/03/governor-ducey-announces-launch-2-1-1-covid-19-hotline,,
United States of America,USA,Arizona,Arizona,3/23/20,Healthcare and public health capacity,Increase healthcare workforce,Mobilization of domestic resources for health,Expanded scope of practice of nurses/ physician assistant/anaesthesists/midwifes,,"exempt the State of Arizona from a federal regulation requiring Certified Registered Nurse Anesthetists (CRNAs) to be supervised by a physician. The reform will expand access to care, especially in rural areas, and free up physicians for other needed medical services.",https://azgovernor.gov/governor/news/2020/03/governor-ducey-takes-step-free-more-physicians-address-covid-19,,
United States of America,USA,Arizona,Arizona,3/23/20,"Case identification, contact tracing and related measures",Activate case notification,Mandatory report of test results by laboratories,,,The advisory also requires laboratories to report the results of all COVID-19 tests or a weekly aggregate number of total COVID-19 tests performed.,https://azgovernor.gov/governor/news/2020/03/governor-ducey-issues-executive-order-accelerate-tracking-covid-19,,
United States of America,USA,Arizona,Arizona,3/23/20,Resource allocation,Activate or establish emergency response,Relaxation of data protection law,Enable access to confidential patient information,,"Governor Doug Ducey today issued an Executive Order implementing an Enhanced Surveillance Advisory that will accelerate tracking of COVID-19 cases and strengthen the ability of the Arizona Department of Health Services to respond to the outbreak. (...) Services and local health authorities will be empowered to access confidential patient information, including medical records, to identify, diagnose, treat and track persons who may have been exposed. To protect the privacy of patients, any identifying information received from the advisory is confidential.",https://azgovernor.gov/governor/news/2020/03/governor-ducey-issues-executive-order-accelerate-tracking-covid-19,,
United States of America,USA,Arizona,Arizona,3/23/20,"Case identification, contact tracing and related measures",Surveillance,Obligation of reporting data on COVID-19 patients,,,"Governor Doug Ducey today issued an Executive Order implementing an Enhanced Surveillance Advisory that will accelerate tracking of COVID-19 cases and strengthen the ability of the Arizona Department of Health Services to respond to the outbreak. The advisory requires hospitals and testing laboratories to report key metrics that will inform the state’s response to COVID-19. To better prepare for and respond to the spread of COVID-19, the advisory requires hospitals in Arizona to report daily statistics on staff resources, ventilator availability, intensive care unit (ICU) bed availability, inpatient bed availability, personal protective equipment (PPE) supply levels, medical supply levels as well as describe their current triage process. In addition, it directs enhanced patient tracking, information sharing and coordination of specimen testing. The order follows Governor Ducey’s declaration of a Public Health Emergency on March 11. The Arizona Department of Health Services and local health authorities will be empowered to access confidential patient information, including medical records, to identify, diagnose, treat and track persons who may have been exposed. To protect the privacy of patients, any identifying information received from the advisory is confidential. To coordinate additional testing for COVID-19, the advisory will also allow ADHS to designate other laboratories to assist it in testing specimens if necessary and at state expense. If requested by ADHS or local health authorities, public safety agencies may be requested to coordinate transportation of samples to laboratories for testing",https://azgovernor.gov/governor/news/2020/03/governor-ducey-issues-executive-order-accelerate-tracking-covid-19,,
